company_id,company_name,company_type,annual_revenue,year_founded,num_employees,location,company_url,brands,description,url,telephone,searchterm
1315677,"Worldwide Chuck Services, Inc.","Distributor*, Service Company",$1 - 4.9 Mil,1987,1-9,"Aurora, OH",http://www.worldwidechuck.com,,"Distributor of air & hydraulic cylinders including machine tool & rotating cylinders. Types include low profile cylinders, big bore through hole cylinders, special cylinders, non through hole cylinders & through hole cylinders. Accessories include bearings, coolant collectors, draw bars, draw tubes, filler tubes, seal kits, spindle adaptors & stroke detection. Lubricants include chuck grease. Repairing & rebuilding services available. Used products are also available with warranty up to 12 months.",https://www.thomasnet.com/profile/01315677/worldwide-chuck-services-inc.html?cid=1315677&cov=NA&heading=21650809&searchpos=1&what=hydraulic+cylinders,tel://330-562-4509,hydraulic cylinders
10055126,RAM Industries Inc.,"Custom Manufacturer*, Manufacturer, Service Company",$10 - 24.9 Mil,1974,50-99,"Yorkton, SK",https://www.ramindustries.com/products-capabilities.aspx,,"Manufacturer of standard and custom hydraulic cylinders. Types include engineered design, position sensing, stabilizer, thumb, tie-rod, synchronizing, telescopic, mast raising, york line, truck and trailer hoist cylinders. Big bore and heavy duty hydraulic cylinders are also offered. Available in various bore diameters, stroke lengths and pressure ratings. Suitable for crushers, screen decks, conveyors, grizzlies, drilling rigs, catwalks, pipe tubs and mobile cranes. Serves the agriculture, construction, forestry, manufacturing, marine, material handling, mining, oil, gas, transportation and waste management industries.",https://www.thomasnet.com/profile/10055126/ram-industries-inc.html?cid=10055126&cov=NA&heading=21650809&searchpos=2&what=hydraulic+cylinders,tel://866-982-9727,hydraulic cylinders
1010077,"Fluid Tech Hydraulics, Inc.","Custom Manufacturer*, Distributor, Manufacturer",$1 - 4.9 Mil,1989,10-49,"Sacramento, CA",http://www.fluidtechhydraulics.com/manufacturing.html,,"Manufacturer and distributor of standard and custom hydraulic cylinders. Types include re-tubed, single acting bore sealed, low friction displacement, petroleum, synthetic and water-based cylinders. Available with pressure up to 10,000 psi.",https://www.thomasnet.com/profile/01010077/fluid-tech-hydraulics-inc.html?cid=1010077&cov=NA&heading=21650809&searchpos=3&what=hydraulic+cylinders,tel://877-882-8183,hydraulic cylinders
30082354,"Aries Engineering Co., Inc","Manufacturer*, Custom Manufacturer",$5 - 9.9 Mil,1994,10-49,"Dundee, MI",https://www.hypercyl.com/explore-products/,,"Manufacturer of standard and custom inline, satellite, tandem and high speed hydro-pneumatic press special cylinders for piercing, riveting, notching, clamping, marking, coining, assembly and forming applications. Features vary depending upon model, including linear force outputs, three moving components, internal shock pads, fill/high pressure gage couplings, NFPA standard or universal mounting styles, control circuits, tie rods and heavy-duty construction. Options such as die set couplings, rod locks, PT/ELT sensors, gage kits, press frames, manual/automatic units, low voltage linear transducers with cable, load cells with cable and signature analysis controllers are available. Rod end style, port location, approach and power stroke length options are also offered upon request. Three year warranty.",https://www.thomasnet.com/profile/30082354/aries-engineering-co-inc.html?cid=30082354&cov=NA&heading=21650809&searchpos=4&what=hydraulic+cylinders,tel://877-380-9579,hydraulic cylinders
1150392,BDI,Distributor*,$250 Mil. and over,1935,1000+,Locations,https://www.bdiexpress.com/us/en/Fluid-Power/c/FluidPower,,"Distributor of hydraulic & pneumatic cylinders: NFPA tie rod, ISO, inch, metric, compact, rodless, large bore, stainless, round, disposable, custom for diverse markets including automotive, semiconductor, packaging, machine tool, & material handling.",https://www.thomasnet.com/branchloc.html?cid=1150392&cov=NA&goto=%2Fprofile%2F01150392%2Fbdi.html&heading=21650809&searchpos=5&what=hydraulic+cylinders,tel://866-778-5680,hydraulic cylinders
30851480,Innovative Hydraulics LLC,Custom Manufacturer*,$1 - 4.9 Mil,2016,10-49,"Wausau, WI",https://innovativehyd.com/,,"Custom manufacturer of hydraulic cylinders for civil, defense, oil, gas, metallurgy, mining, marine and OEM industries. Available up to 40 in. large bore with operating pressure up to 10,000 psi. Features include single and multi-stage telescopic configurations, corrosion resistance, collar and plunger threads, chrome finished and polished ground piston rods, crown seal on pistons, square ring gland retainers and honed or skived tubing. Made in the USA.",https://www.thomasnet.com/profile/30851480/innovative-hydraulics-llc.html?cid=30851480&cov=NA&heading=21650809&searchpos=6&what=hydraulic+cylinders,tel://855-373-8499,hydraulic cylinders
129726,HYDAC Technology Corporation,Manufacturer*,,1963,1000+,Locations,https://www.hydac-na.com/,HYDAC,Manufacturer of custom hydraulic cylinders. All designs are tested utilizing CAD technology for 3D modeling and functional analysis and include customized reports and design validation through Finite Element Analysis (FEA). Each unit must pass a series of inspections and functional tests. All cylinders are tested at 150% of the maximum allowable working pressure utilizing high intensity ultraviolet technology.,https://www.thomasnet.com/branchloc.html?cid=129726&cov=NA&goto=%2Fprofile%2F00129726%2Fhydac-technology-corporation.html&heading=21650809&searchpos=7&what=hydraulic+cylinders,tel://610-266-0100,hydraulic cylinders
72276,"HYSECO, Inc.","Custom Manufacturer*, Distributor",$5 - 9.9 Mil,1972,10-49,"Houston, TX",http://www.hyseco-hsc.com/custom-cylinders.html,"Custom Hoists, Power Team, Yates","Distributor and custom manufacturer of hydraulic tie-rod, mill grade, air, single and double acting telescopic, multi-stage and welded cylinders. 316 or 304 stainless steel, aluminum, bronze, carbon steel, brass and ductile iron materials used. Available in 1,500 to 3,000 psi pressure and in various configurations. Features vary depending upon model, including automatic air bleeder valves, bearings, set screws, heavy duty retainer rings, plunger stops, threaded head nuts and dual lip wipers. Multiple mounting and rod end options including ridged, trunnion, clevis, cross tubes, rod eye, spherical and threaded rod ends offered. Suitable for refuse truck, solid waste packer, stationery, mobile trash compactor, transfer and push-out trailer applications. Serves the oilfield, construction, mining, petrochemical and marine industries.",https://www.thomasnet.com/profile/00072276/hyseco-inc.html?cid=72276&cov=NA&heading=21650809&searchpos=8&what=hydraulic+cylinders,tel://877-834-5209,hydraulic cylinders
1166920,M & M Rogness Equipment Co.,Distributor*,$1 - 4.9 Mil,1947,10-49,"Roseville, MN",http://couplings.mmrogness.com/category/quincy-cylinders,"Aurora, Aurora Air Products, Greer, Kep-O-seal, Kepner, Kepsel, LeSac, Ortman, Parker, Quick Seal, Quincy Ortman Cylinders, Rexroth, Vickers","Distributor of hydraulic type cylinders including pancake type, aluminum, brass & stainless steel cylinders. Cylinders are available with 150 psi to 3,000 psi operating pressure & 3/4 in. to 20 in. bores.",https://www.thomasnet.com/profile/01166920/m-m-rogness-equipment-co.html?cid=1166920&cov=NA&heading=21650809&searchpos=9&what=hydraulic+cylinders,tel://651-633-0550,hydraulic cylinders
1200093,Oil-Air Products,Distributor*,$25 - 49.9 Mil,1983,50-99,"Plymouth, MN",http://www.oilair.com/products/hydraulic-cylinders/,,"Distributor of hydraulic cylinders for food processing, machine tool, marine, material handling, medical equipment, construction, infrastructure, transportation, energy, defense, petroleum, biotechnology, pharmaceutical, recycling, packaging, oil and gas industries. Made from steel, aluminum and stainless steel materials. Available in 1 1/8 to 24 in. bore size with custom up to 54 in. Tie rod, welded, telescoping, intensifier and mill type cylinders are offered. JIT delivery.",https://www.thomasnet.com/profile/01200093/oilair-products.html?cid=1200093&cov=NA&heading=21650809&searchpos=10&what=hydraulic+cylinders,tel://877-779-0967,hydraulic cylinders
10070932,"Hader, Inc.","Distributor*, Manufacturer",$1 - 4.9 Mil,1951,10-49,"New Berlin, WI",http://catalog.haderinc.com/category/power-steering-hydraulic-cylinders,"Allis-Chalmers, Caterpillar, Clark",Custom manufacturer & distributor of hydraulic side shift cylinders for material handling applications. Type of cylinders include power steering & tilt cylinders. Remanufactured & new cylinders are also available.,https://www.thomasnet.com/profile/10070932/hader-inc.html?cid=10070932&cov=NA&heading=21650809&searchpos=11&what=hydraulic+cylinders,tel://866-780-2091,hydraulic cylinders
701643,Airoyal Division of Delta Sales,Manufacturer*,$1 - 4.9 Mil,1938,1-9,"Butler, NJ",http://www.airoyal.com/Cat_Pages/HEAVY%20DUTY%20-%20SMALL%20BORE%20Cylinders.html,,"Manufacturer of medium duty and heavy duty hydraulic cylinders. Available in stainless steel, hastelloy, titanium materials and more. Products are interchangeable with standard industry mountings and are available with magnetic pistons with switches. Custom design capabilities are available.",https://www.thomasnet.com/profile/00701643/airoyal-division-of-delta-sales.html?cid=701643&cov=NA&heading=21650809&searchpos=12&what=hydraulic+cylinders,tel://877-535-9535,hydraulic cylinders
42468,Robeck Fluid Power Co.,Distributor*,$10 - 24.9 Mil,1983,50-99,"Aurora, OH",https://www.robeckfluidpower.com,"Eaton, Farval, HYDAC, Hydro-Line, Vickers","Distributor of hydraulic and pneumatic NFPA/JIC cylinders. Capable of CAD design, engineering, and hydraulic cylinder repair. Serves the commercial and industrial markets. In-house machining, assembly, maintenance, troubleshooting, and installation services are available for products.",https://www.thomasnet.com/profile/00042468/robeck-fluid-power-co.html?cid=42468&cov=NA&heading=21650809&searchpos=13&what=hydraulic+cylinders,tel://800-541-4655,hydraulic cylinders
1286332,Kinnear Specialties,"Distributor*, Manufacturer",$1 - 4.9 Mil,1969,1-9,"St Helens, OR",http://www.kinnearspecialties.com/hydraulic_cylinders.html,Purakal,"Distributor of hydraulic cylinders. Cushioned, air, pneumatic, mounted, intensifier & loaded cylinders are also available. Hydraulic cylinders are available in 1 1/2 in. to 24 in. bore sizes & 3,500 psi operating pressure.",https://www.thomasnet.com/profile/01286332/kinnear-specialties.html?cid=1286332&cov=NA&heading=21650809&searchpos=14&what=hydraulic+cylinders,tel://888-643-7167,hydraulic cylinders
326009,Royal Hydraulics,"Distributor*, Manufacturer",$1 - 4.9 Mil,1982,10-49,"Northridge, CA",https://www.royalhydraulics.com/index.php?option=com_content&view=article&id=74&Itemid=76,,"Manufacturer of hydraulic type cylinders. Specifications include up to 5000 psi pressure rating and 1.50 through 20.00 bore as aluminum and steel bodied. Available in light, medium and heavy duty NFPA extruded tube or tie rod construction.",https://www.thomasnet.com/profile/00326009/royal-hydraulics.html?cid=326009&cov=NA&heading=21650809&searchpos=15&what=hydraulic+cylinders,tel://888-333-7692,hydraulic cylinders
